Rk,Player,From,To,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,WS,salary,WS%,expected_salary,salary_diff
14,Beno Udrih,,,MIA,NBA,36,5,587,66,152,55,119,11,33,15,17,6,57,63,90,11,0,42,40,158,.434,.462,.333,.470,.882,.495,0.4,$2170465.0,0.008438818565400845,$724124.18,$-1446340.82
19,Briante Weber,,,MIA,NBA,1,0,3,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,2,1.000,1.000,,1.000,,1.000,0.0,$12355.0,0.0,$0.0,$-12355.0
1,Greg Monroe,,,MIL,NBA,79,67,2314,491,941,491,940,0,1,228,308,218,478,696,178,72,67,129,163,1210,.522,.522,.000,.522,.740,.562,7.5,$16400000.0,0.23584905660377364,$16303779.72,$-96220.28
2,Giannis Antetokounmpo,,,MIL,NBA,80,79,2823,513,1013,485,904,28,109,296,409,113,499,612,345,94,113,208,258,1350,.506,.537,.257,.520,.724,.566,7.1,$1953960.0,0.22327044025157236,$15434244.8,$13480284.8
3,Khris Middleton,,,MIL,NBA,79,79,2852,507,1142,364,781,143,361,277,312,44,258,302,331,131,19,180,204,1434,.444,.466,.396,.507,.888,.560,6.1,$15000000.0,0.19182389937106922,$13260407.5,$-1739592.5
4,Jabari Parker,,,MIL,NBA,76,72,2408,443,899,434,864,9,35,175,228,123,272,395,130,69,29,116,154,1070,.493,.502,.257,.498,.768,.535,3.6,$5152440.0,0.11320754716981135,$7825814.26,$2673374.26
5,Jerryd Bayless,,,MIL,NBA,52,18,1505,185,437,84,206,101,231,70,90,21,120,141,163,47,11,73,111,541,.423,.408,.437,.539,.778,.568,2.4,$3000000.0,0.07547169811320756,$5217209.51,$2217209.51
6,John Henson,,,MIL,NBA,57,1,960,164,291,164,290,0,1,69,117,87,134,221,54,18,109,64,131,397,.564,.566,.000,.564,.590,.580,2.3,$2943221.0,0.07232704402515724,$4999825.78,$2056604.78
7,Miles Plumlee,,,MIL,NBA,61,14,870,140,233,140,233,0,0,34,59,94,138,232,16,21,50,40,73,314,.601,.601,,.601,.576,.606,2.2,$2109294.0,0.06918238993710694,$4782442.05,$2673148.05
8,Michael Carter-Williams,,,MIL,NBA,54,37,1649,251,555,236,500,15,55,106,162,48,228,276,281,80,41,153,162,623,.452,.472,.273,.466,.654,.497,1.2,$2399040.0,0.03773584905660378,$2608604.75,$209564.75
9,Tyler Ennis,,,MIL,NBA,46,7,654,84,187,71,148,13,39,25,34,13,62,75,95,25,1,46,64,206,.449,.480,.333,.484,.735,.510,0.4,$1662360.0,0.01257861635220126,$869534.92,$-792825.08
10,Johnny O'Bryant,,,MIL,NBA,66,4,857,86,209,85,208,1,1,27,40,65,111,176,32,18,8,31,100,200,.411,.409,1.000,.414,.675,.441,0.3,$845059.0,0.009433962264150945,$652151.19,$-192907.81
11,Jared Cunningham,,,MIL,NBA,4,0,55,4,14,2,7,2,7,6,7,0,9,9,1,2,0,3,4,16,.286,.286,.286,.357,.857,.468,0.0,$57726.0,0.0,$0.0,$-57726.0
12,Steve Novak,,,MIL,NBA,3,0,20,2,6,0,0,2,6,1,1,0,1,1,0,0,0,0,2,7,.333,,.333,.500,1.000,.543,0.0,$416886.0,0.0,$0.0,$-416886.0
14,Damien Inglis,,,MIL,NBA,20,1,156,13,37,10,24,3,13,7,8,2,29,31,10,6,3,11,11,36,.351,.417,.231,.392,.875,.444,-0.1,$855000.0,-0.003144654088050315,$-217383.73,$-1072383.73
15,O.J. Mayo,,,MIL,NBA,41,24,1090,119,321,67,159,52,162,31,40,13,92,105,118,48,8,72,126,321,.371,.421,.321,.452,.775,.474,-0.1,$8000000.0,-0.003144654088050315,$-217383.73,$-8217383.73
16,Greivis Vasquez,,,MIL,NBA,23,0,460,45,138,27,65,18,73,22,26,5,42,47,91,10,0,40,42,130,.326,.415,.247,.391,.846,.435,-0.3,$6600000.0,-0.009433962264150945,$-652151.19,$-7252151.19
17,Rashad Vaughn,,,MIL,NBA,70,6,1001,81,266,38,119,43,147,12,15,11,77,88,39,29,16,28,73,217,.305,.319,.293,.385,.800,.398,-0.8,$1733040.0,-0.02515723270440252,$-1739069.84,$-3472109.84
1,Karl-Anthony Towns,,,MIN,NBA,82,82,2627,625,1153,595,1065,30,88,223,275,228,629,857,161,58,138,183,245,1503,.542,.559,.341,.555,.811,.590,8.3,$5703600.0,0.24340175953079185,$16719012.51,$11015412.51
2,Gorgui Dieng,,,MIN,NBA,82,39,2220,308,579,302,559,6,20,205,248,157,428,585,143,94,96,140,219,827,.532,.540,.300,.537,.827,.601,5.9,$1474440.0,0.17302052785923758,$11884599.25,$10410159.25
3,Ricky Rubio,,,MIN,NBA,76,76,2323,219,586,157,396,62,190,266,314,40,286,326,658,162,10,193,201,766,.374,.396,.326,.427,.847,.529,5.8,$12365000.0,0.17008797653958946,$11683165.37,$-681834.63
4,Andrew Wiggins,,,MIN,NBA,81,81,2845,594,1294,537,1104,57,190,430,565,106,186,292,164,78,46,182,165,1675,.459,.486,.300,.481,.761,.543,4.1,$5758680.0,0.12023460410557185,$8258789.31,$2500109.31
5,Shabazz Muhammad,,,MIN,NBA,82,0,1682,317,681,273,529,44,152,185,242,100,167,267,52,24,7,70,94,863,.465,.516,.289,.498,.764,.548,2.7,$2056920.0,0.07917888563049855,$5438714.91,$3381794.91
6,Zach LaVine,,,MIN,NBA,82,33,2294,433,959,310,643,123,316,161,203,27,201,228,251,69,17,155,193,1150,.452,.482,.389,.516,.793,.548,2.6,$2148360.0,0.07624633431085046,$5237281.03,$3088921.03
7,Nemanja Bjelica,,,MIN,NBA,60,0,1075,110,235,62,110,48,125,40,55,49,161,210,83,26,21,47,154,308,.468,.564,.384,.570,.727,.594,1.9,$4000000.0,0.05571847507331379,$3827243.83,$-172756.17
8,Kevin Garnett,,,MIN,NBA,38,38,556,54,115,54,114,0,1,14,21,15,135,150,62,28,10,16,70,122,.470,.474,.000,.470,.667,.491,1.1,$8500000.0,0.03225806451612904,$2215772.74,$-6284227.26
9,Kevin Martin,,,MIN,NBA,39,12,834,126,334,88,231,38,103,125,142,10,71,81,46,17,1,41,68,415,.377,.381,.369,.434,.880,.523,0.8,$7085000.0,0.023460410557184758,$1611471.09,$-5473528.91
10,Andre Miller,,,MIN,NBA,26,0,280,36,58,35,54,1,4,15,19,6,18,24,58,9,0,25,32,88,.621,.648,.250,.629,.789,.663,0.5,$1499187.0,0.014662756598240472,$1007169.43,$-492017.57
11,Tayshaun Prince,,,MIN,NBA,77,44,1462,102,229,98,206,4,23,13,19,32,115,147,73,36,13,27,62,221,.445,.476,.174,.454,.684,.466,0.4,$1499187.0,0.011730205278592379,$805735.54,$-693451.46
12,Tyus Jones,,,MIN,NBA,37,0,573,56,156,40,103,16,53,28,39,7,40,47,108,31,3,33,33,156,.359,.388,.302,.410,.718,.450,0.3,$1282080.0,0.008797653958944282,$604301.66,$-677778.34
13,Greg Smith,,,MIN,NBA,18,0,192,18,32,18,32,0,0,7,17,12,30,42,6,4,1,7,28,43,.563,.563,,.563,.412,.545,0.2,$128161.0,0.005865102639296189,$402867.77,$274706.77
14,Damjan Rudez,,,MIN,NBA,33,0,277,25,62,8,12,17,50,8,8,5,15,20,11,3,1,13,33,75,.403,.667,.340,.540,1.000,.572,0.1,$1149500.0,0.0029325513196480947,$201433.89,$-948066.11
15,Nikola Pekovic,,,MIN,NBA,12,3,156,19,50,19,50,0,0,16,20,7,14,21,11,1,0,9,22,54,.380,.380,,.380,.800,.459,-0.1,$12100000.0,-0.0029325513196480947,$-201433.89,$-12301433.89
16,Adreian Payne,,,MIN,NBA,52,2,486,53,145,44,113,9,32,17,26,20,91,111,29,16,11,36,77,132,.366,.389,.281,.397,.654,.422,-0.5,$1938840.0,-0.014662756598240472,$-1007169.43,$-2946009.43
1,Brook Lopez,,,BRK,NBA,73,73,2457,591,1157,589,1143,2,14,317,403,204,369,573,147,58,124,175,215,1501,.511,.515,.143,.512,.787,.562,6.2,$20000000.0,0.27312775330396477,$21391156.7,$1391156.7
2,Thaddeus Young,,,BRK,NBA,73,73,2407,495,963,488,933,7,30,105,163,176,484,660,135,112,37,136,182,1102,.514,.523,.233,.518,.644,.533,4.1,$11200000.0,0.18061674008810572,$14145764.91,$2945764.91
3,Donald Sloan,,,BRK,NBA,61,33,1318,154,350,116,251,38,99,78,104,17,156,173,268,32,4,80,73,424,.440,.462,.384,.494,.750,.536,2.0,$1015421.0,0.0881057268722467,$6900373.13,$5884952.13
4,Shane Larkin,,,BRK,NBA,78,17,1751,222,502,183,394,39,108,83,107,28,152,180,342,95,12,146,121,566,.442,.464,.361,.481,.776,.515,1.4,$1500000.0,0.06167400881057269,$4830261.19,$3330261.19
5,Rondae Hollis-Jefferson,,,BRK,NBA,29,17,615,63,138,59,124,4,14,37,52,39,115,154,43,39,16,26,61,167,.457,.476,.286,.471,.712,.519,1.2,$1335480.0,0.05286343612334802,$4140223.88,$2804743.88
6,Willie Reed,,,BRK,NBA,39,2,426,76,133,76,133,0,0,30,55,49,73,122,10,6,30,16,47,182,.571,.571,,.571,.545,.579,1.2,$947276.0,0.05286343612334802,$4140223.88,$3192947.88
7,Bojan Bogdanovic,,,BRK,NBA,79,39,2115,324,749,195,411,129,338,110,132,36,219,255,99,29,5,115,119,887,.433,.474,.382,.519,.833,.550,0.9,$3425510.0,0.039647577092511016,$3105167.91,$-320342.09
8,Jarrett Jack,,,BRK,NBA,32,32,1027,140,358,109,256,31,102,100,112,9,127,136,236,34,7,94,77,411,.391,.426,.304,.434,.893,.505,0.9,$6300000.0,0.039647577092511016,$3105167.91,$-3194832.09
9,Sean Kilpatrick,,,BRK,NBA,23,0,534,115,249,80,152,35,97,53,59,10,40,50,26,10,2,27,30,318,.462,.526,.361,.532,.898,.578,0.9,$221176.0,0.039647577092511016,$3105167.91,$2883991.91
10,Wayne Ellington,,,BRK,NBA,76,41,1615,218,561,122,293,96,268,54,63,20,154,174,83,48,5,45,82,586,.389,.416,.358,.474,.857,.498,0.8,$1500000.0,0.03524229074889868,$2760149.25,$1260149.25
11,Joe Johnson,,,BRK,NBA,57,57,1934,247,608,162,379,85,229,92,108,34,190,224,232,40,2,116,100,671,.406,.427,.371,.476,.852,.512,0.7,$24894863.0,0.030837004405286344,$2415130.59,$-22479732.41
12,Markel Brown,,,BRK,NBA,62,6,982,127,322,89,201,38,121,71,94,23,99,122,91,38,15,54,94,363,.394,.443,.314,.453,.755,.500,0.6,$845059.0,0.02643171806167401,$2070111.94,$1225052.94
13,Thomas Robinson,,,BRK,NBA,71,7,917,130,291,130,290,0,1,47,109,136,223,359,46,39,36,69,111,307,.447,.448,.000,.447,.431,.453,0.6,$981300.0,0.02643171806167401,$2070111.94,$1088811.94
14,Henry Sims,,,BRK,NBA,14,4,263,33,77,33,77,0,0,25,30,21,51,72,9,9,14,12,37,91,.429,.429,,.429,.833,.504,0.4,$50170.0,0.01762114537444934,$1380074.63,$1329904.63
15,Sergey Karasev,,,BRK,NBA,40,5,399,30,74,19,37,11,37,26,28,8,50,58,35,6,2,22,27,97,.405,.514,.297,.480,.929,.562,0.3,$1599840.0,0.013215859030837005,$1035055.97,$-564784.03
16,Chris McCullough,,,BRK,NBA,24,4,362,44,109,31,75,13,34,11,23,25,43,68,9,28,12,15,39,112,.404,.413,.382,.463,.478,.470,0.3,$1140240.0,0.013215859030837005,$1035055.97,$-105184.03
17,Andrea Bargnani,,,BRK,NBA,46,0,634,127,279,124,263,3,16,47,57,28,69,97,18,4,9,26,61,304,.455,.471,.188,.461,.825,.500,0.2,$1362900.0,0.00881057268722467,$690037.31,$-672862.69
1,Anthony Davis,,,NOP,NBA,61,61,2164,560,1136,525,1028,35,108,326,430,130,497,627,116,78,125,121,148,1481,.493,.511,.324,.508,.758,.559,7.2,$7070730.0,0.23841059602649012,$19045836.72,$11975106.72
2,Ryan Anderson,,,NOP,NBA,66,7,2008,397,929,266,571,131,358,199,228,131,265,396,73,38,25,90,109,1124,.427,.466,.366,.498,.873,.546,3.9,$8500000.0,0.12913907284768214,$10316494.89,$1816494.89
3,Jrue Holiday,,,NOP,NBA,65,23,1831,410,935,323,676,87,259,182,216,27,168,195,391,88,22,167,148,1089,.439,.478,.336,.485,.843,.529,3.4,$10595507.0,0.11258278145695366,$8993867.34,$-1601639.66
4,Toney Douglas,,,NOP,NBA,61,18,1262,183,445,102,242,81,203,84,99,25,118,143,157,70,5,64,131,531,.411,.421,.399,.502,.848,.543,2.5,$1164858.0,0.08278145695364239,$6613137.75,$5448279.75
5,Dante Cunningham,,,NOP,NBA,80,46,1971,186,412,131,238,55,174,57,82,57,179,236,77,42,33,41,173,484,.451,.550,.316,.518,.695,.540,2.1,$3000000.0,0.06953642384105961,$5555035.71,$2555035.71
6,Eric Gordon,,,NOP,NBA,45,44,1481,231,552,118,258,113,294,111,125,10,89,99,121,43,14,73,98,686,.418,.457,.384,.521,.888,.565,2.1,$15514031.0,0.06953642384105961,$5555035.71,$-9958995.29
7,Alonzo Gee,,,NOP,NBA,73,38,1632,132,255,115,195,17,60,44,66,60,185,245,72,63,13,55,169,325,.518,.590,.283,.551,.667,.572,1.9,$1375000.0,0.06291390728476821,$5025984.69,$3650984.69
8,Omer Asik,,,NOP,NBA,68,64,1178,104,195,104,195,0,0,61,112,120,294,414,26,21,23,60,124,269,.533,.533,,.533,.545,.551,1.7,$11000000.0,0.05629139072847683,$4496933.67,$-6503066.33
9,Tyreke Evans,,,NOP,NBA,25,25,765,136,314,103,229,33,85,74,93,20,109,129,164,32,8,73,66,379,.433,.450,.388,.486,.796,.534,1.4,$11227000.0,0.046357615894039736,$3703357.14,$-7523642.86
10,Tim Frazier,,,NOP,NBA,16,1,469,76,169,63,138,13,31,45,59,15,56,71,120,23,1,38,42,210,.450,.457,.419,.488,.763,.539,1.2,$94448.0,0.039735099337748346,$3174306.12,$3079858.12
11,Luke Babbitt,,,NOP,NBA,47,13,845,122,289,78,180,44,109,39,50,25,123,148,53,11,7,23,90,327,.422,.433,.404,.498,.780,.526,1.1,$1100000.0,0.036423841059602655,$2909780.61,$1809780.61
12,Alexis Ajinca,,,NOP,NBA,59,17,861,150,315,150,314,0,1,52,62,75,194,269,31,19,36,54,134,352,.476,.478,.000,.476,.839,.514,1.0,$4300000.0,0.033112582781456956,$2645255.1,$-1654744.9
14,James Ennis,,,NOP,NBA,9,5,282,50,100,26,50,24,50,19,24,17,18,35,18,12,3,17,26,143,.500,.520,.480,.620,.792,.647,0.8,$24855.0,0.02649006622516557,$2116204.08,$2091349.08
15,Bryce Dejean-Jones,,,NOP,NBA,14,11,279,28,69,16,37,12,32,11,21,8,40,48,15,10,2,11,17,79,.406,.432,.375,.493,.524,.505,0.2,$169883.0,0.0066225165562913925,$529051.02,$359168.02
16,Jordan Hamilton,,,NOP,NBA,11,4,304,49,116,36,71,13,45,14,21,12,50,62,25,8,3,17,24,125,.422,.507,.289,.478,.667,.499,0.2,$59731.0,0.0066225165562913925,$529051.02,$469320.02
17,Nate Robinson,,,NOP,NBA,2,1,23,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,5,0,.000,,.000,.000,,.000,0.0,$44000.0,0.0,$0.0,$-44000.0
18,Norris Cole,,,NOP,NBA,45,23,1198,196,484,163,382,33,102,52,65,10,141,151,167,37,5,75,102,477,.405,.427,.324,.439,.800,.465,-0.1,$3036927.0,-0.0033112582781456962,$-264525.51,$-3301452.51
19,Jimmer Fredette,,,NOP,NBA,4,0,13,1,4,1,3,0,1,0,0,0,0,0,1,1,0,1,1,2,.250,.333,.000,.250,,.250,-0.1,$54812.0,-0.0033112582781456962,$-264525.51,$-319337.51
20,Kendrick Perkins,,,NOP,NBA,37,5,542,40,75,40,75,0,0,11,25,25,103,128,31,11,11,41,64,91,.533,.533,,.533,.440,.529,-0.1,$1499200.0,-0.0033112582781456962,$-264525.51,$-1763725.51
21,Orlando Johnson,,,NOP,NBA,5,1,54,4,17,3,12,1,5,1,2,1,5,6,2,1,0,3,4,10,.235,.250,.200,.265,.500,.280,-0.2,$55722.0,-0.0066225165562913925,$-529051.02,$-584773.02
1,Carmelo Anthony,,,NYK,NBA,72,72,2530,567,1307,462,997,105,310,334,403,98,458,556,299,62,38,176,180,1573,.434,.463,.339,.474,.829,.530,6.4,$22875000.0,0.18338108882521495,$13737606.79,$-9137393.21
2,Robin Lopez,,,NYK,NBA,82,82,2219,357,662,357,661,0,1,128,161,268,334,602,114,16,129,133,182,842,.539,.540,.000,.539,.795,.574,5.8,$13000000.0,0.16618911174785103,$12449706.15,$-550293.85
3,Kristaps Porzingis,,,NYK,NBA,72,72,2047,373,886,292,643,81,243,201,240,132,394,526,93,53,134,121,205,1028,.421,.454,.333,.467,.838,.518,4.3,$4131720.0,0.12320916905444129,$9229954.56,$5098234.56
4,Jose Calderon,,,NYK,NBA,72,72,2024,209,455,125,252,84,203,42,48,22,207,229,299,63,7,87,135,544,.459,.496,.414,.552,.875,.571,4.0,$7402812.0,0.11461318051575935,$8586004.24,$1183192.24
5,Derrick Williams,,,NYK,NBA,80,9,1435,254,565,210,415,44,150,194,256,47,249,296,75,29,9,61,69,746,.450,.506,.293,.488,.758,.550,3.6,$4900000.0,0.10315186246418341,$7727403.82,$2827403.82
6,Langston Galloway,,,NYK,NBA,82,7,2033,231,588,154,364,77,224,86,114,43,245,288,207,77,22,61,177,625,.393,.423,.344,.458,.754,.490,3.3,$845059.0,0.09455587392550145,$7083453.5,$6238394.5
7,Arron Afflalo,,,NYK,NBA,71,57,2371,354,799,263,561,91,238,110,131,23,243,266,144,25,10,82,142,909,.443,.469,.382,.500,.840,.531,2.7,$8000000.0,0.07736389684813756,$5795552.86,$-2204447.14
8,Lance Thomas,,,NYK,NBA,59,5,1313,169,382,125,273,44,109,102,119,34,97,131,53,22,7,57,109,484,.442,.458,.404,.500,.857,.557,1.7,$1650000.0,0.04871060171919772,$3649051.8,$1999051.8
9,Kyle O'Quinn,,,NYK,NBA,65,1,764,129,271,124,249,5,22,46,60,76,174,250,72,20,49,61,107,309,.476,.498,.227,.485,.767,.520,1.6,$3750000.0,0.04584527220630374,$3434401.7,$-315598.3
10,Sasha Vujacic,,,NYK,NBA,61,25,908,106,277,54,134,52,143,32,39,26,123,149,84,34,5,44,83,296,.383,.403,.364,.477,.821,.503,1.1,$1356146.0,0.031518624641833824,$2361151.17,$1005005.17
11,Jerian Grant,,,NYK,NBA,76,6,1265,154,391,132,291,22,100,96,123,23,120,143,177,50,10,87,97,426,.394,.454,.220,.422,.780,.479,0.8,$1572360.0,0.02292263610315187,$1717200.85,$144840.85
12,Jimmer Fredette,,,NYK,NBA,2,0,5,1,1,0,0,1,1,4,5,0,0,0,0,0,0,1,1,7,1.000,,1.000,1.500,.800,1.094,0.1,$59731.0,0.0028653295128939836,$214650.11,$154919.11
13,Thanasis Antetokounmpo,,,NYK,NBA,2,0,6,3,4,3,3,0,1,0,0,0,1,1,0,0,0,0,2,6,.750,1.000,.000,.750,,.750,0.0,$75000.0,0.0,$0.0,$-75000.0
14,Lou Amundson,,,NYK,NBA,29,0,204,19,53,19,53,0,0,14,27,23,26,49,12,6,7,15,44,52,.358,.358,,.358,.519,.401,-0.1,$1650000.0,-0.0028653295128939836,$-214650.11,$-1864650.11
15,Cleanthony Early,,,NYK,NBA,17,2,154,12,40,8,25,4,15,3,4,4,22,26,6,2,3,9,16,31,.300,.320,.267,.350,.750,.371,-0.2,$845059.0,-0.005730659025787967,$-429300.21,$-1274359.21
16,Kevin Seraphin,,,NYK,NBA,48,0,526,84,205,84,203,0,2,19,23,31,95,126,47,8,36,43,67,187,.410,.414,.000,.410,.826,.435,-0.2,$2800000.0,-0.005730659025787967,$-429300.21,$-3229300.21
1,Kevin Durant,,,OKC,NBA,72,72,2578,698,1381,512,900,186,481,447,498,45,544,589,361,69,85,250,137,2029,.505,.569,.387,.573,.898,.634,14.5,$20158622.0,0.24288107202680068,$22982053.1,$2823431.1
2,Russell Westbrook,,,OKC,NBA,80,80,2750,656,1444,555,1103,101,341,465,573,145,481,626,834,163,20,342,200,1878,.454,.503,.296,.489,.812,.554,14.0,$16744218.0,0.23450586264656617,$22189568.51,$5445350.51
3,Enes Kanter,,,OKC,NBA,82,1,1721,414,719,404,698,10,21,200,251,249,415,664,33,26,33,115,166,1038,.576,.579,.476,.583,.797,.626,8.1,$16400000.0,0.135678391959799,$12838250.35,$-3561749.65
4,Steven Adams,,,OKC,NBA,80,80,2014,261,426,261,426,0,0,114,196,219,314,533,62,42,89,84,223,636,.613,.613,,.613,.582,.621,6.5,$2279040.0,0.10887772194304858,$10302299.66,$8023259.66
5,Serge Ibaka,,,OKC,NBA,78,78,2500,416,869,356,685,60,184,91,121,141,392,533,66,38,148,108,211,983,.479,.520,.326,.513,.752,.533,5.5,$12350000.0,0.09212730318257957,$8717330.49,$-3632669.51
6,Andre Roberson,,,OKC,NBA,70,70,1553,136,274,104,171,32,103,33,54,79,172,251,47,53,42,35,133,337,.496,.608,.311,.555,.611,.566,3.4,$1210800.0,0.056951423785594646,$5388895.21,$4178095.21
7,Dion Waiters,,,OKC,NBA,78,15,2152,282,706,196,466,86,240,112,157,36,166,202,154,81,15,120,143,762,.399,.421,.358,.460,.713,.492,2.1,$5138430.0,0.03517587939698493,$3328435.28,$-1809994.72
8,Anthony Morrow,,,OKC,NBA,68,6,926,136,333,57,129,79,204,29,39,10,52,62,24,22,5,17,64,380,.408,.442,.387,.527,.744,.543,1.9,$3344000.0,0.031825795644891124,$3011441.44,$-332558.56
9,Cameron Payne,,,OKC,NBA,57,1,698,114,278,78,167,36,111,19,24,9,76,85,108,36,6,44,80,283,.410,.467,.324,.475,.792,.490,1.4,$2021520.0,0.023450586264656615,$2218956.85,$197436.85
10,Kyle Singler,,,OKC,NBA,68,2,977,86,221,56,124,30,97,29,44,50,91,141,24,30,9,32,120,231,.389,.452,.309,.457,.659,.481,1.1,$5000000.0,0.018425460636515914,$1743466.1,$-3256533.9
11,Nick Collison,,,OKC,NBA,59,4,699,50,109,50,107,0,2,23,33,68,103,171,52,15,16,50,107,123,.459,.467,.000,.459,.697,.498,0.8,$3750000.0,0.013400335008375211,$1267975.34,$-2482024.66
13,Randy Foye,,,OKC,NBA,27,1,572,52,149,27,68,25,81,22,27,8,43,51,49,13,13,28,48,151,.349,.397,.309,.433,.815,.469,0.4,$3270000.0,0.006700167504187606,$633987.67,$-2636012.33
15,Josh Huestis,,,OKC,NBA,5,0,55,5,12,1,6,4,6,0,4,2,8,10,0,1,2,3,3,14,.417,.167,.667,.583,.000,.509,0.0,$1140240.0,0.0,$0.0,$-1140240.0
16,Mitch McGary,,,OKC,NBA,20,0,72,11,23,11,19,0,4,4,10,4,14,18,3,1,2,7,10,26,.478,.579,.000,.478,.400,.474,0.0,$1463040.0,0.0,$0.0,$-1463040.0
17,Nazr Mohammed,,,OKC,NBA,5,0,19,3,5,3,5,0,0,2,2,1,3,4,0,0,0,3,4,8,.600,.600,,.600,1.000,.680,0.0,$352750.0,0.0,$0.0,$-352750.0
1,Evan Fournier,,,ORL,NBA,79,71,2566,429,929,273,539,156,390,199,238,33,192,225,213,96,2,133,214,1213,.462,.506,.400,.546,.836,.587,5.7,$2288205.0,0.17592592592592593,$10601555.44,$8313350.44
2,Aaron Gordon,,,ORL,NBA,78,37,1863,274,579,232,437,42,142,129,193,154,353,507,128,59,55,66,153,719,.473,.531,.296,.509,.668,.541,5.4,$4171680.0,0.16666666666666669,$10043578.83,$5871898.83
3,Nikola Vucevic,,,ORL,NBA,65,60,2037,533,1046,531,1037,2,9,113,150,174,402,576,179,53,70,123,173,1181,.510,.512,.222,.511,.753,.531,5.2,$11250000.0,0.16049382716049385,$9671594.43,$-1578405.57
4,Victor Oladipo,,,ORL,NBA,72,52,2379,425,970,327,688,98,282,205,247,48,297,345,282,116,54,153,174,1153,.438,.475,.348,.489,.830,.534,4.9,$5192520.0,0.15123456790123457,$9113617.83,$3921097.83
6,Dewayne Dedmon,,,ORL,NBA,58,20,705,99,177,99,177,0,0,57,76,67,161,228,13,22,46,32,109,255,.559,.559,,.559,.750,.606,2.4,$947278.0,0.07407407407407407,$4463812.81,$3516534.81
7,Elfrid Payton,,,ORL,NBA,73,69,2145,318,730,288,638,30,92,112,190,77,184,261,468,89,20,177,159,778,.436,.451,.326,.456,.589,.478,2.2,$2505720.0,0.06790123456790124,$4091828.41,$1586108.41
8,Jason Smith,,,ORL,NBA,76,2,1181,244,503,240,487,4,16,54,67,53,166,219,62,33,65,57,163,546,.485,.493,.250,.489,.806,.513,1.8,$4300000.0,0.05555555555555556,$3347859.61,$-952140.39
9,Andrew Nicholson,,,ORL,NBA,56,0,823,146,310,105,196,41,114,51,65,34,167,201,25,10,22,41,69,384,.471,.536,.360,.537,.785,.567,1.6,$2380594.0,0.04938271604938272,$2975875.21,$595281.21
11,Ersan Ilyasova,,,ORL,NBA,22,4,447,64,153,46,109,18,44,32,45,45,76,121,12,14,6,12,51,178,.418,.422,.409,.477,.711,.515,1.1,$7900000.0,0.03395061728395062,$2045914.21,$-5854085.79
12,Mario Hezonja,,,ORL,NBA,79,9,1413,181,418,114,226,67,192,49,54,28,148,176,109,39,17,97,124,478,.433,.504,.349,.513,.907,.541,0.9,$3741480.0,0.02777777777777778,$1673929.81,$-2067550.19
13,Brandon Jennings,,,ORL,NBA,25,6,452,59,161,32,83,27,78,30,40,11,39,50,100,18,5,35,33,175,.366,.386,.346,.450,.750,.490,0.7,$8344497.0,0.021604938271604937,$1301945.4,$-7042551.6
14,C.J. Watson,,,ORL,NBA,33,2,656,47,137,33,89,14,48,34,39,10,56,66,88,19,5,25,49,142,.343,.371,.292,.394,.872,.461,0.6,$5000000.0,0.018518518518518517,$1115953.2,$-3884046.8
15,Shabazz Napier,,,ORL,NBA,55,0,600,68,201,34,97,34,104,33,45,9,46,55,97,23,1,46,38,203,.338,.351,.327,.423,.733,.460,0.1,$1294440.0,0.00308641975308642,$185992.2,$-1108447.8
16,Keith Appling,,,ORL,NBA,5,0,27,2,8,2,5,0,3,2,2,0,1,1,1,1,0,3,5,6,.250,.400,.000,.250,1.000,.338,-0.1,$100000.0,-0.00308641975308642,$-185992.2,$-285992.2
17,Devyn Marble,,,ORL,NBA,28,0,249,21,71,13,39,8,32,10,24,6,32,38,12,13,1,7,25,60,.296,.333,.250,.352,.417,.368,-0.1,$845059.0,-0.00308641975308642,$-185992.2,$-1031051.2
1,Nerlens Noel,,,PHI,NBA,67,62,1965,306,587,305,585,1,2,134,227,154,388,542,122,118,100,158,192,747,.521,.521,.500,.522,.590,.544,3.0,$3457800.0,0.18750000000000006,$6164890.13,$2707090.13
2,Jerami Grant,,,PHI,NBA,77,52,2066,251,599,216,453,35,146,212,322,99,262,361,135,54,127,110,215,749,.419,.477,.240,.448,.658,.506,2.1,$845059.0,0.13125000000000003,$4315423.09,$3470364.09
3,Carl Landry,,,PHI,NBA,36,12,569,139,250,133,237,6,13,67,91,49,97,146,32,12,9,22,69,351,.556,.561,.462,.568,.736,.605,2.1,$6500000.0,0.13125000000000003,$4315423.09,$-2184576.91
4,Robert Covington,,,PHI,NBA,67,49,1903,274,712,104,230,170,482,140,177,65,354,419,97,105,40,143,232,858,.385,.452,.353,.504,.791,.543,2.0,$1000000.0,0.12500000000000003,$4109926.75,$3109926.75
5,T.J. McConnell,,,PHI,NBA,81,17,1606,218,464,187,375,31,89,26,41,43,207,250,367,95,10,140,114,493,.470,.499,.348,.503,.634,.511,1.9,$525093.0,0.11875000000000002,$3904430.41,$3379337.41
